hero0,hero1,hero2,hero3,hero4,hero5,hero6,hero7,hero8,hero9,radiant_win
88,47,94,2,5,54,71,83,35,81,False
74,2,84,21,30,1,36,14,25,22,False
30,119,42,75,104,44,110,99,94,5,True
99,14,22,26,109,46,16,27,81,44,False
43,104,32,30,84,16,47,67,29,65,False
84,27,114,47,25,48,23,12,14,129,False
92,8,101,21,73,109,54,26,35,7,True
68,112,129,48,74,17,94,8,53,25,True
14,40,21,28,1,99,123,27,42,46,True
4,45,12,17,83,54,23,86,26,94,False
6,27,2,74,11,48,9,84,39,99,True
31,32,18,2,22,36,68,107,123,129,True
45,89,27,114,59,87,93,53,34,107,False
8,35,14,55,30,2,10,18,94,71,False
44,114,14,11,59,120,87,123,63,26,True
123,63,25,42,44,57,32,112,36,46,True
94,45,25,101,29,123,47,114,72,1,False
48,84,54,58,71,4,37,99,25,68,False
123,22,16,76,100,99,26,27,60,21,False
112,83,104,8,35,126,68,47,60,97,True
35,50,86,77,17,6,99,37,9,5,False
18,30,101,82,37,86,108,26,97,94,False
13,104,94,88,70,29,67,120,77,21,False
59,30,69,18,31,5,25,14,26,54,False
37,119,135,2,76,45,49,62,7,12,False
25,119,93,39,2,101,6,112,36,88,False
29,35,55,119,64,43,84,94,93,47,True
102,27,20,6,95,81,37,114,90,32,False
8,126,72,101,108,54,84,79,129,99,False
48,40,16,104,32,39,23,34,35,114,True
27,74,110,1,2,65,34,63,99,121,True
23,1,83,113,86,77,48,21,87,25,True
52,94,28,19,75,20,7,54,16,35,False
45,129,106,105,22,123,9,126,61,3,False
56,59,26,100,2,17,25,30,75,44,True
129,70,30,4,83,53,66,108,27,87,True
66,86,93,94,28,25,6,58,64,29,True
26,14,13,75,44,94,104,45,68,25,True
71,21,39,42,112,129,26,44,123,105,True
58,60,93,70,49,22,26,37,129,35,True
1,84,126,85,33,87,95,100,14,76,True
9,14,17,40,70,75,96,21,113,5,False
70,30,99,35,14,16,104,95,54,26,False
7,25,11,8,53,120,119,101,111,32,False
32,22,30,71,1,110,121,42,77,59,True
119,59,34,106,6,19,25,72,18,74,True
2,51,35,84,62,99,58,50,59,74,True
84,65,128,48,44,42,53,86,25,32,True
43,44,109,26,104,64,6,35,84,46,False
57,99,35,8,123,25,42,6,93,83,True
99,42,50,126,107,47,14,13,6,111,False
20,14,126,41,21,67,9,104,72,101,True
42,48,28,35,37,6,74,90,12,79,False
74,70,88,20,126,34,68,46,2,42,False
27,1,59,97,40,51,84,13,112,70,False
93,16,97,128,32,19,31,2,6,68,True
88,90,48,56,22,67,35,26,16,27,False
83,12,67,84,46,91,34,85,86,62,True
94,123,105,81,21,23,90,57,73,129,True
23,108,62,45,106,58,74,4,37,7,True
113,85,45,68,8,81,110,35,6,92,False
99,114,27,75,94,67,64,31,29,76,True
100,99,112,70,34,62,33,106,67,53,False
128,81,5,74,63,42,14,22,101,1,False
21,9,23,70,83,26,49,46,50,40,True
85,25,48,75,42,5,74,49,8,45,True
16,75,106,84,48,42,59,97,112,25,True
35,16,6,2,128,86,81,17,20,30,True
21,40,90,32,41,70,22,11,74,27,True
33,50,1,105,19,26,7,69,48,13,True
83,96,107,8,74,19,94,9,68,35,False
46,96,20,18,123,54,25,129,27,84,True
1,105,29,114,91,22,72,60,14,81,False
2,20,41,47,104,9,12,46,110,99,True
104,49,96,17,33,62,35,72,25,93,True
120,87,39,8,36,17,37,48,22,59,False
120,94,13,88,30,36,49,93,121,32,False
55,68,104,22,94,21,3,109,25,8,True
40,7,47,8,75,90,12,6,32,25,True
8,29,17,121,68,27,34,49,12,84,True
129,93,10,31,71,99,109,19,113,30,True
16,27,95,45,8,5,94,74,86,84,True
98,57,128,8,5,99,102,37,105,6,True
12,81,105,121,11,95,23,1,63,84,True
16,109,33,108,15,44,39,99,14,7,True
97,11,26,14,54,120,52,112,21,109,False
65,11,114,68,39,99,35,14,70,26,True
34,42,105,99,27,39,8,84,50,53,True
47,59,48,71,44,70,21,75,46,26,True
106,21,44,19,14,11,52,135,42,26,False
14,42,50,47,21,34,81,86,68,1,True
53,27,84,68,95,34,74,92,67,69,False
27,99,59,47,44,119,6,14,16,18,True
99,119,53,81,10,31,8,110,98,129,True
72,119,74,84,60,50,123,80,42,93,True
3,28,93,16,11,85,104,44,84,22,False
7,99,74,12,30,72,83,95,40,15,False
44,123,56,100,13,119,62,67,16,25,True
84,1,36,35,59,25,81,47,14,99,False
63,18,111,35,16,12,22,23,101,26,False
27,39,104,15,70,4,14,84,93,59,True
40,33,12,53,14,99,35,7,32,17,True
64,15,95,48,75,74,44,114,25,1,True
75,8,96,30,19,9,81,26,62,15,True
105,7,44,106,2,74,19,31,75,63,False
64,25,23,12,2,72,16,6,68,126,False
2,47,10,83,102,55,135,67,68,11,True
26,54,112,61,14,2,123,102,67,49,False
81,74,41,121,64,128,14,45,20,48,True
71,58,1,86,14,10,87,51,7,126,True
22,75,88,4,35,43,94,52,53,135,True
48,20,129,45,100,75,87,44,85,1,False
105,56,72,14,75,33,85,26,74,8,False
76,49,21,62,64,86,67,25,35,6,True
10,48,64,110,33,9,28,14,55,27,True
14,33,17,12,11,53,90,84,4,74,True
121,48,25,42,11,39,97,83,44,5,False
89,74,44,91,101,94,99,14,32,123,False
1,74,105,47,85,63,53,101,86,14,False
8,123,48,112,46,72,22,14,53,3,True
78,30,94,16,26,7,119,48,21,88,False
27,1,40,36,106,25,10,5,48,29,False
98,114,135,85,35,5,62,59,107,44,True
62,95,78,121,46,93,26,85,74,23,False
46,6,47,26,70,97,95,126,105,21,True
135,102,48,111,74,36,86,7,14,95,False
63,6,14,26,104,21,71,109,18,101,False
46,81,84,121,58,23,64,12,21,74,True
74,102,14,62,97,84,87,29,48,15,True
101,57,50,11,84,99,31,35,82,62,True
102,45,67,42,37,75,104,50,72,103,True
18,15,95,119,10,64,34,48,47,37,True
19,25,9,44,119,7,85,71,99,107,False
108,75,42,90,8,80,41,114,105,99,True
121,33,97,58,42,100,60,67,59,75,True
129,25,64,67,106,68,112,1,2,70,False
35,49,128,64,81,88,110,15,67,10,True
93,25,72,33,123,109,73,61,58,98,False
8,106,49,3,87,84,17,69,67,119,False
101,67,38,39,86,44,99,61,110,5,False
17,93,112,42,57,71,68,4,69,11,True
25,2,44,128,50,26,123,47,62,16,False
104,101,95,11,84,8,14,68,29,13,False
35,48,64,61,68,14,84,74,43,18,True
59,74,95,50,104,22,53,123,13,48,False
36,37,54,10,85,59,34,64,109,21,True
30,120,32,59,35,86,64,2,98,54,True
46,26,35,49,12,97,14,25,2,44,True
18,11,114,35,14,15,71,4,74,44,True
119,100,20,95,2,46,71,81,64,23,True
123,88,107,25,99,1,5,11,49,53,True
17,14,95,96,30,27,106,71,70,123,True
129,64,105,81,6,128,25,99,101,89,False
16,45,36,1,43,8,14,2,52,11,True
10,64,105,101,85,54,129,31,26,46,True
34,8,39,121,47,46,44,26,14,54,False
14,114,106,5,81,17,47,42,44,1,True
9,11,14,27,12,69,123,13,71,42,True
16,67,11,25,84,2,93,26,14,48,True
5,21,110,34,44,64,128,126,97,1,True
8,14,83,113,9,5,50,53,99,36,True
71,76,45,8,16,6,27,41,85,33,True
112,67,21,97,62,93,96,123,72,47,False
7,84,27,114,25,32,100,35,18,37,True
102,14,120,112,18,2,19,54,123,10,False
102,76,44,33,37,26,63,75,8,121,True
105,25,97,14,114,47,42,36,110,38,False
85,59,52,88,50,86,68,48,123,98,False
14,25,47,104,95,29,114,101,20,111,False
15,6,111,17,100,62,87,2,67,35,False
29,8,84,10,53,94,98,112,25,26,False
43,28,35,96,68,30,44,46,7,26,True
86,32,121,114,119,1,62,14,128,49,False
18,57,35,74,28,94,2,50,112,98,False
1,39,119,62,129,25,30,97,94,84,True
14,46,128,4,68,16,6,105,26,71,False
46,22,99,35,51,33,129,100,70,29,True
55,81,73,77,14,41,31,26,90,99,False
64,4,2,39,21,26,123,61,10,95,True
20,63,56,26,70,14,5,74,110,22,True
119,49,106,30,84,120,76,2,67,121,True
48,37,16,93,21,47,28,128,9,83,True
104,52,100,63,14,74,7,70,36,121,True
21,60,110,67,75,46,129,79,69,93,True
87,34,67,51,27,32,72,16,104,121,True
62,35,20,48,91,101,8,84,114,129,True
84,81,27,22,28,6,33,35,25,87,True
74,39,67,90,31,10,88,5,114,14,False
34,32,5,42,10,14,100,84,114,74,False
99,47,27,85,18,102,53,41,29,26,True
9,129,70,42,26,28,99,104,46,30,False
34,22,26,62,72,83,74,69,32,119,True
59,68,12,58,84,106,126,6,104,55,False
41,57,28,112,17,99,34,14,73,21,True
34,107,79,25,36,11,94,95,71,123,False
72,97,23,94,28,44,93,26,9,120,True
8,126,72,101,108,54,84,79,129,99,False
48,40,16,104,32,39,23,34,35,114,True
27,74,110,1,2,65,34,63,99,121,True
23,1,83,113,86,77,48,21,87,25,True
52,94,28,19,75,20,7,54,16,35,False
45,129,106,105,22,123,9,126,61,3,False
56,59,26,100,2,17,25,30,75,44,True
129,70,30,4,83,53,66,108,27,87,True
66,86,93,94,28,25,6,58,64,29,True
26,14,13,75,44,94,104,45,68,25,True
71,21,39,42,112,129,26,44,123,105,True
58,60,93,70,49,22,26,37,129,35,True
1,84,126,85,33,87,95,100,14,76,True
9,14,17,40,70,75,96,21,113,5,False
70,30,99,35,14,16,104,95,54,26,False
7,25,11,8,53,120,119,101,111,32,False
32,22,30,71,1,110,121,42,77,59,True
119,59,34,106,6,19,25,72,18,74,True
2,51,35,84,62,99,58,50,59,74,True
84,65,128,48,44,42,53,86,25,32,True
43,44,109,26,104,64,6,35,84,46,False
57,99,35,8,123,25,42,6,93,83,True
99,42,50,126,107,47,14,13,6,111,False
20,14,126,41,21,67,9,104,72,101,True
41,72,75,2,35,114,26,128,71,101,True
44,35,97,36,53,34,90,135,74,41,False
47,18,121,93,26,105,25,45,71,60,True
129,26,21,10,70,77,28,48,68,14,True
121,97,42,69,26,100,18,75,105,34,False
58,84,27,70,21,33,35,106,52,30,True
25,94,50,17,120,30,65,22,48,49,False
112,126,4,128,120,51,54,88,74,2,False
7,12,129,87,48,74,68,19,105,109,True
93,22,7,36,75,95,68,34,86,69,True
43,89,86,77,95,107,70,45,63,84,True
18,102,68,2,90,27,52,123,14,72,True
45,7,97,8,94,40,95,70,35,129,True
46,14,129,44,57,6,15,48,28,25,True
8,97,74,5,33,41,7,101,30,49,True
19,25,36,50,32,112,33,129,39,73,True
126,112,8,53,19,81,67,2,101,26,False
20,94,28,26,13,47,120,123,31,70,True
16,34,11,74,21,46,44,49,68,56,False
18,19,14,20,126,42,55,114,26,101,False
12,74,110,71,20,33,42,6,55,32,False
35,87,36,37,12,41,25,29,83,114,True
52,37,74,1,84,129,27,8,34,30,True
16,83,48,10,119,42,26,35,28,7,False
105,18,111,10,104,63,46,47,106,33,True
54,14,123,84,48,107,44,63,13,5,True
13,5,98,48,106,21,81,22,84,72,True
21,44,84,102,99,18,25,95,19,14,True
112,27,74,99,82,13,35,14,47,37,False
41,17,8,59,16,47,12,26,120,86,True
112,44,14,28,35,104,123,68,67,5,True
52,14,49,27,8,75,33,44,41,123,False
35,62,39,42,29,44,84,16,31,99,False
7,9,14,49,93,1,27,35,26,85,False
114,55,82,48,89,64,41,93,60,109,True
18,87,15,129,121,74,5,83,31,32,False
5,99,89,41,26,32,100,70,76,55,False
87,7,39,63,33,6,59,30,72,14,False
82,99,40,14,44,71,21,19,67,53,True
21,10,41,27,88,82,1,30,5,98,False
36,7,75,114,23,81,14,22,102,57,True
13,123,2,6,112,46,100,106,26,104,False
60,5,35,6,113,14,44,82,19,2,False
14,104,101,46,6,70,105,27,8,129,False
14,75,73,98,104,70,86,102,56,33,True
25,17,32,50,81,18,113,22,84,1,False
51,9,74,34,114,67,49,62,99,86,False
42,14,26,7,74,104,68,70,23,27,True
23,47,8,74,108,28,30,99,21,111,False
31,2,12,86,15,26,58,74,96,101,True
48,21,67,84,65,95,3,74,83,114,True
83,97,11,53,7,27,18,44,87,81,False
85,123,94,8,88,76,95,102,68,13,False
44,83,26,120,10,30,49,48,126,68,True
42,33,70,14,47,87,135,44,74,90,False
11,119,36,113,1,22,79,42,105,97,False
49,46,68,6,22,26,104,75,14,1,True
123,129,41,71,11,73,109,119,77,21,False
23,26,18,105,59,50,74,87,70,135,False
5,39,18,25,2,104,31,121,47,94,False
35,22,90,119,48,67,6,69,17,101,False
25,47,87,88,16,100,21,66,58,42,False
46,81,37,16,26,21,20,44,47,2,True
5,89,47,100,81,56,26,9,114,75,True
35,33,12,44,64,94,41,18,11,79,True
46,129,9,72,84,109,14,86,40,101,True
86,22,80,21,13,35,112,14,34,15,True
68,11,109,112,108,23,34,84,48,4,False
35,64,2,94,107,67,7,72,13,83,True
46,6,47,26,70,97,95,126,105,21,True
135,102,48,111,74,36,86,7,14,95,False
63,6,14,26,104,21,71,109,18,101,False
46,81,84,121,58,23,64,12,21,74,True
74,102,14,62,97,84,87,29,48,15,True
101,57,50,11,84,99,31,35,82,62,True
102,45,67,42,37,75,104,50,72,103,True
18,15,95,119,10,64,34,48,47,37,True
19,25,9,44,119,7,85,71,99,107,False
108,75,42,90,8,80,41,114,105,99,True
121,33,97,58,42,100,60,67,59,75,True
129,25,64,67,106,68,112,1,2,70,False
35,49,128,64,81,88,110,15,67,10,True
93,25,72,33,123,109,73,61,58,98,False
8,106,49,3,87,84,17,69,67,119,False
101,67,38,39,86,44,99,61,110,5,False
17,93,112,42,57,71,68,4,69,11,True
25,2,44,128,50,26,123,47,62,16,False
104,101,95,11,84,8,14,68,29,13,False
35,48,64,61,68,14,84,74,43,18,True
59,74,95,50,104,22,53,123,13,48,False
36,37,54,10,85,59,34,64,109,21,True
30,120,32,59,35,86,64,2,98,54,True
46,26,35,49,12,97,14,25,2,44,True
18,11,114,35,14,15,71,4,74,44,True
119,100,20,95,2,46,71,81,64,23,True
123,88,107,25,99,1,5,11,49,53,True
17,14,95,96,30,27,106,71,70,123,True
129,64,105,81,6,128,25,99,101,89,False
97,94,61,87,119,41,8,38,85,84,True
19,105,42,23,109,84,12,2,128,104,False
53,10,99,63,114,70,26,120,51,75,False
101,36,34,59,84,45,50,71,93,28,False
27,12,88,26,15,112,46,20,94,99,False
28,30,41,97,104,128,6,54,15,21,True
74,107,119,40,99,84,71,49,10,93,True
59,10,82,105,39,44,14,11,47,96,False
6,49,7,123,30,45,26,8,99,25,True
8,95,102,104,86,41,34,112,101,28,False
21,34,84,26,10,23,50,35,120,105,True
105,47,14,49,42,114,112,128,32,7,False
5,48,59,123,21,61,64,44,29,83,False
114,9,100,85,12,119,14,99,33,60,True
15,41,84,19,101,8,105,81,20,46,False
85,99,76,35,113,46,98,20,90,8,True
52,16,2,129,53,99,81,22,104,26,False
25,84,9,8,14,74,88,53,47,70,True
56,14,42,62,75,4,6,18,26,95,True
86,47,30,17,33,16,35,26,72,5,False
29,114,74,86,9,76,26,35,93,129,False
20,97,50,70,68,111,14,83,10,126,True
5,114,85,35,2,28,13,48,41,50,False
14,76,27,44,68,93,81,9,102,63,False
110,103,129,7,94,58,126,28,79,109,True
42,11,7,14,28,114,74,19,86,72,True
101,42,32,75,102,120,121,72,94,51,True
113,55,42,71,103,62,93,84,112,21,True
105,95,77,56,30,2,41,31,71,23,False
12,15,26,93,68,135,14,13,102,41,False
69,6,68,75,23,38,104,25,88,50,True
85,18,46,70,14,104,54,99,121,101,False
107,25,10,104,6,46,41,92,37,40,True
6,21,33,44,14,25,75,42,27,8,True
74,56,11,25,1,21,26,78,75,10,False
21,7,15,78,59,66,62,17,84,44,True
5,9,129,102,46,28,54,6,47,95,True
62,79,120,74,42,2,68,17,119,54,True
121,31,34,120,48,25,87,14,68,67,False
47,19,31,44,14,120,81,22,104,40,False
16,98,123,41,74,129,18,119,46,21,False
35,74,12,29,37,25,52,62,94,104,True
120,58,95,40,88,49,68,96,20,35,False
33,17,1,112,6,84,35,99,26,18,False
19,23,97,44,74,14,69,126,8,121,True
105,67,60,26,22,5,2,9,106,72,True
53,26,9,64,14,75,6,34,101,8,False
63,1,21,43,22,30,102,105,6,20,False
23,123,28,39,94,97,84,114,129,26,True
14,119,89,47,1,88,23,2,90,101,False
69,54,75,86,106,98,68,109,25,121,True
30,93,29,96,107,37,32,10,14,21,False
2,108,94,26,76,55,79,6,20,53,False
44,27,15,86,55,119,5,61,69,12,True
42,10,35,22,74,20,48,52,44,17,False
50,18,81,105,86,2,25,70,119,14,False
88,75,45,23,41,22,74,99,121,70,True
1,17,28,84,35,102,49,45,62,94,True
99,56,62,1,120,36,75,126,42,46,True
26,2,97,14,113,84,92,50,99,81,True
28,36,84,35,112,31,95,108,52,22,True
70,21,18,2,89,62,84,64,99,35,True
48,36,30,54,83,6,99,87,90,47,False
34,81,5,75,18,61,74,121,6,86,False
5,8,77,76,54,74,67,30,75,47,True
39,55,61,104,73,25,84,2,94,99,False
47,30,70,25,57,5,46,121,104,82,True
30,87,68,16,8,11,10,94,33,105,False
26,81,82,104,7,93,14,5,23,49,False
41,72,75,2,35,114,26,128,71,101,True
44,35,97,36,53,34,90,135,74,41,False
47,18,121,93,26,105,25,45,71,60,True
129,26,21,10,70,77,28,48,68,14,True
121,97,42,69,26,100,18,75,105,34,False
58,84,27,70,21,33,35,106,52,30,True
25,94,50,17,120,30,65,22,48,49,False
112,126,4,128,120,51,54,88,74,2,False
7,12,129,87,48,74,68,19,105,109,True
93,22,7,36,75,95,68,34,86,69,True
43,89,86,77,95,107,70,45,63,84,True
18,102,68,2,90,27,52,123,14,72,True
45,7,97,8,94,40,95,70,35,129,True
46,14,129,44,57,6,15,48,28,25,True
8,97,74,5,33,41,7,101,30,49,True
19,25,36,50,32,112,33,129,39,73,True
126,112,8,53,19,81,67,2,101,26,False
20,94,28,26,13,47,120,123,31,70,True
16,34,11,74,21,46,44,49,68,56,False
18,19,14,20,126,42,55,114,26,101,False
12,74,110,71,20,33,42,6,55,32,False
35,87,36,37,12,41,25,29,83,114,True
52,37,74,1,84,129,27,8,34,30,True
16,83,48,10,119,42,26,35,28,7,False
105,18,111,10,104,63,46,47,106,33,True
54,14,123,84,48,107,44,63,13,5,True
13,5,98,48,106,21,81,22,84,72,True
10,41,56,22,54,7,70,27,84,93,False
41,99,26,85,44,22,95,114,83,69,True
93,13,26,99,105,42,106,39,25,121,False
47,57,86,70,5,10,19,81,112,42,True
54,35,86,56,6,44,58,47,123,1,False
13,28,110,88,48,74,10,97,8,68,True
51,93,63,14,17,10,40,5,32,2,True
21,10,46,86,49,123,96,71,63,84,True
41,36,62,22,17,6,46,102,99,90,True
25,48,35,126,47,9,81,2,12,84,False
48,7,75,29,112,9,44,30,12,73,True
23,40,8,99,16,43,44,83,114,26,False
109,51,25,78,67,32,107,94,48,4,True
5,9,67,35,7,30,62,94,2,93,False
2,35,21,14,43,103,6,85,64,52,True
74,7,128,42,5,104,9,21,68,94,False
58,32,21,111,12,33,75,7,49,26,True
35,103,46,48,94,34,71,32,53,27,False
83,48,97,120,44,42,94,87,76,72,True
88,106,109,87,45,72,123,49,23,18,True
107,48,5,84,95,2,31,94,35,14,False
94,14,84,51,4,62,25,68,32,9,True
123,26,101,48,2,67,74,36,50,11,False
93,84,53,42,25,40,36,11,41,14,False
30,94,26,108,71,96,74,12,14,105,True
90,79,5,71,35,111,34,19,12,20,False
41,37,55,11,26,21,104,35,45,101,True
48,23,120,26,46,64,6,114,74,123,True
123,64,10,28,34,102,8,112,111,14,True
6,58,22,28,75,48,11,33,101,2,False
105,14,25,47,58,33,104,22,59,38,False
32,121,10,7,9,105,49,22,86,8,False
61,30,94,120,4,25,26,60,88,67,True
101,93,10,9,74,21,106,85,76,48,False
14,40,78,7,35,94,4,30,56,25,False
114,101,47,23,6,12,84,105,2,36,False
71,86,70,104,110,8,16,112,14,26,True
83,1,16,46,123,27,21,11,120,114,True
99,8,10,27,121,16,39,50,63,87,True
109,56,20,126,12,13,11,22,105,6,True
59,28,65,74,26,70,105,110,12,100,True
105,63,9,46,47,34,6,21,7,48,False
99,46,121,94,101,40,75,64,6,100,False
61,44,39,27,96,98,34,35,87,12,True
119,84,11,104,43,52,101,102,98,114,True
17,45,67,74,50,52,38,28,25,37,False
84,13,110,44,42,101,123,49,67,33,False
70,119,62,85,11,14,79,21,102,101,True
14,88,32,61,129,102,46,50,30,4,True
35,28,6,21,76,114,11,71,88,104,True
67,88,40,38,68,29,93,5,13,86,True
64,114,19,90,10,97,71,106,93,30,False
27,44,111,35,109,48,15,86,65,112,False
85,21,35,19,98,93,15,27,62,59,True
11,99,21,61,41,126,5,46,104,3,False
88,36,19,14,47,123,97,102,94,25,True
16,75,26,47,10,74,107,99,95,62,True
70,23,53,56,18,21,59,41,84,114,False
126,85,29,97,72,103,99,56,58,108,False
34,45,102,99,8,2,72,101,86,21,True
53,84,6,70,63,34,98,121,32,22,True
119,26,56,47,16,106,5,14,42,45,True
4,33,112,86,108,9,10,6,84,14,True
86,44,14,100,5,76,7,111,8,99,False
30,76,63,16,103,33,9,72,57,8,True
31,97,105,44,11,74,12,111,33,59,False
62,16,35,93,38,18,20,89,6,68,False
81,52,108,84,21,76,71,32,86,102,True
51,21,63,35,11,119,67,74,123,2,False
97,94,61,87,119,41,8,38,85,84,True
19,105,42,23,109,84,12,2,128,104,False
53,10,99,63,114,70,26,120,51,75,False
101,36,34,59,84,45,50,71,93,28,False
27,12,88,26,15,112,46,20,94,99,False
28,30,41,97,104,128,6,54,15,21,True
74,107,119,40,99,84,71,49,10,93,True
59,10,82,105,39,44,14,11,47,96,False
6,49,7,123,30,45,26,8,99,25,True
8,95,102,104,86,41,34,112,101,28,False
21,34,84,26,10,23,50,35,120,105,True
105,47,14,49,42,114,112,128,32,7,False
5,48,59,123,21,61,64,44,29,83,False
114,9,100,85,12,119,14,99,33,60,True
15,41,84,19,101,8,105,81,20,46,False
85,99,76,35,113,46,98,20,90,8,True
52,16,2,129,53,99,81,22,104,26,False
25,84,9,8,14,74,88,53,47,70,True
56,14,42,62,75,4,6,18,26,95,True
86,47,30,17,33,16,35,26,72,5,False
29,114,74,86,9,76,26,35,93,129,False
20,97,50,70,68,111,14,83,10,126,True
5,114,85,35,2,28,13,48,41,50,False
14,76,27,44,68,93,81,9,102,63,False
110,103,129,7,94,58,126,28,79,109,True
42,11,7,14,28,114,74,19,86,72,True
101,42,32,75,102,120,121,72,94,51,True
113,55,42,71,103,62,93,84,112,21,True
105,95,77,56,30,2,41,31,71,23,False
12,15,26,93,68,135,14,13,102,41,False
105,34,12,63,33,8,35,27,21,16,False
12,101,25,108,48,31,41,20,112,74,True
26,67,11,56,5,107,87,41,74,59,True
70,123,112,23,120,49,1,5,9,34,False
68,21,14,74,13,11,48,135,86,75,False
104,30,12,44,35,51,2,56,26,75,False
113,44,53,49,18,119,8,5,63,28,False
14,45,72,112,4,8,67,47,37,126,True
105,18,59,31,1,40,129,17,111,42,True
67,86,19,6,13,18,101,96,30,9,True
83,16,104,34,27,54,30,14,42,69,False
113,90,48,88,14,135,72,91,21,26,False
75,76,68,106,3,51,128,95,32,47,False
93,8,11,20,39,114,49,1,63,35,False
25,64,104,68,21,14,101,61,120,42,False
26,44,104,37,28,110,20,102,13,8,False
70,10,5,50,126,119,8,107,97,106,False
120,20,25,102,26,86,75,90,67,28,True
25,35,105,14,32,20,67,49,11,121,True
107,49,32,35,26,84,39,114,93,101,True
120,104,31,67,14,47,26,98,21,56,True
14,22,1,45,99,4,25,5,21,48,True
113,2,6,74,86,108,8,15,14,3,True
54,4,25,28,84,12,2,68,53,89,False
101,123,44,4,27,26,39,87,12,14,True
67,74,2,22,68,107,16,84,94,93,True
101,72,74,16,97,25,113,120,121,51,True
21,30,12,44,72,62,64,7,36,54,False
74,111,135,28,13,95,37,94,108,31,False
39,14,54,75,25,84,74,45,123,41,True
58,21,41,74,135,44,62,96,119,46,True
50,83,6,48,75,119,70,51,88,49,True
87,48,101,110,36,27,41,70,123,105,False
48,1,11,30,104,25,94,75,59,14,False
13,100,8,90,102,84,108,99,103,38,False
107,7,43,21,98,46,121,59,25,53,True
74,52,26,36,8,6,86,2,31,105,True
25,84,105,99,14,123,67,36,6,112,False
40,74,7,1,63,26,104,87,22,44,False
6,52,104,111,83,74,48,29,20,37,True
94,26,15,84,59,79,46,35,104,39,True
21,46,59,51,29,12,74,76,41,8,False
86,10,50,113,2,59,123,51,1,23,True
2,64,20,22,8,123,42,99,14,50,False
53,104,2,112,56,99,14,82,77,35,True
80,39,51,74,85,101,20,14,128,42,False
119,110,96,98,113,30,13,84,6,49,False
9,26,46,20,19,35,14,86,93,101,False
93,32,119,72,26,68,120,10,71,74,False
28,74,7,6,32,14,2,113,119,54,True
105,27,93,13,102,47,32,50,14,2,False
56,42,126,14,74,114,112,77,20,73,True
121,32,49,47,93,94,2,44,91,4,True
128,6,74,123,8,47,129,34,84,22,False
5,14,104,15,93,4,87,120,48,126,False
69,17,112,72,26,62,120,12,80,5,True
9,102,107,58,36,52,56,82,35,14,False
37,11,15,54,107,17,21,9,53,36,False
62,6,35,52,32,8,84,40,76,2,False
46,8,15,52,83,88,1,49,121,94,False
1,5,14,43,40,17,8,30,25,19,True
11,48,88,60,26,67,43,49,53,121,True
32,21,74,25,2,27,123,14,47,99,False
35,84,96,77,14,6,75,106,41,40,True
74,46,17,56,62,5,44,21,13,89,False
8,114,29,110,58,63,5,129,123,90,False
17,26,67,23,123,1,74,11,100,21,True
44,49,5,112,14,120,27,94,30,69,True
10,41,56,22,54,7,70,27,84,93,False
41,99,26,85,44,22,95,114,83,69,True
93,13,26,99,105,42,106,39,25,121,False
47,57,86,70,5,10,19,81,112,42,True
54,35,86,56,6,44,58,47,123,1,False
13,28,110,88,48,74,10,97,8,68,True
51,93,63,14,17,10,40,5,32,2,True
21,10,46,86,49,123,96,71,63,84,True
41,36,62,22,17,6,46,102,99,90,True
25,48,35,126,47,9,81,2,12,84,False
48,7,75,29,112,9,44,30,12,73,True
23,40,8,99,16,43,44,83,114,26,False
109,51,25,78,67,32,107,94,48,4,True
5,9,67,35,7,30,62,94,2,93,False
2,35,21,14,43,103,6,85,64,52,True
74,7,128,42,5,104,9,21,68,94,False
58,32,21,111,12,33,75,7,49,26,True
35,103,46,48,94,34,71,32,53,27,False
83,48,97,120,44,42,94,87,76,72,True
88,106,109,87,45,72,123,49,23,18,True
107,48,5,84,95,2,31,94,35,14,False
94,14,84,51,4,62,25,68,32,9,True
123,26,101,48,2,67,74,36,50,11,False
93,84,53,42,25,40,36,11,41,14,False
30,94,26,108,71,96,74,12,14,105,True
90,79,5,71,35,111,34,19,12,20,False
41,37,55,11,26,21,104,35,45,101,True
48,23,120,26,46,64,6,114,74,123,True
123,64,10,28,34,102,8,112,111,14,True
26,35,81,2,94,27,31,42,21,11,True
95,14,56,84,27,63,8,70,93,99,True
20,48,74,26,29,129,59,32,68,33,True
42,27,6,25,74,128,5,113,119,19,True
14,114,26,20,16,74,42,121,105,129,False
74,54,68,84,15,87,28,18,50,12,False
25,90,95,105,84,43,54,53,104,74,False
39,25,47,31,49,29,75,67,30,68,True
44,47,53,49,90,61,27,48,26,74,False
47,114,54,88,113,75,104,109,39,48,True
5,121,32,63,18,46,59,4,74,23,False
123,84,45,48,23,109,39,58,32,8,False
23,68,48,10,86,11,101,108,112,99,True
51,44,110,53,101,14,20,94,35,21,True
35,57,123,68,33,72,25,2,43,48,False
14,120,53,30,67,128,73,47,129,45,True
14,12,119,108,34,2,48,75,11,30,True
129,109,84,25,35,32,100,74,60,30,True
1,63,7,59,30,5,31,112,16,46,False
40,6,3,74,129,70,121,27,44,35,True
12,106,27,16,95,59,41,93,5,22,False
86,65,74,99,41,120,6,30,76,63,False
43,8,81,5,80,75,35,73,14,7,False
121,5,11,16,41,81,1,68,105,74,False
